name,importance
FG_407,0.0
FG_408,0.0
FG_409,0.0
FG_410,0.0
FG_411,0.0
FG_412,0.0
FG_413,0.0
FG_414,0.0
FG_415,0.0
FG_416,0.0
FG_417,0.0
FG_418,0.0
FG_419,0.0
FG_420,0.0
FG_421,0.0
FG_422,0.0
FG_423,0.0
FG_424,0.0
FG_425,0.0
FG_426,0.0
FG_427,0.0
FG_428,0.0
FG_429,0.0
FG_430,0.0
FG_431,0.0
FG_432,0.0
FG_433,0.0
FG_434,0.0
FG_435,0.0
FG_436,0.0
FG_437,0.0
FG_438,0.0
FG_439,0.0
FG_440,0.0
FG_441,0.0
FG_442,0.0
FG_443,0.0
FG_444,0.0
FG_445,0.0
FG_446,0.0
FG_447,0.0
FG_448,0.0
FG_449,0.0
FG_450,0.0
FG_451,0.0
FG_452,0.0
FG_453,0.0
FG_454,0.0
FG_455,0.0
FG_456,0.0
FG_457,0.0
FG_458,0.0
FG_459,0.0
FG_460,0.0
FG_461,0.0
FG_462,0.0
FG_463,0.0
FG_464,0.0
FG_465,0.0
FG_466,0.0
FG_467,0.0
FG_468,0.0
FG_469,0.0
FG_470,0.0
FG_471,0.0
FG_472,0.0
FG_473,0.0
FG_474,0.0
FG_475,0.0
FG_476,0.0
FG_477,0.0
FG_478,0.0
FG_479,0.0
FG_480,0.0
FG_481,0.0
FG_482,0.0
FG_483,0.0
FG_484,0.0
FG_485,0.0
FG_486,0.0
FG_487,0.0
FG_488,0.0
FG_489,0.0
FG_490,0.0
FG_491,0.0
FG_492,0.0
FG_493,0.0
FG_494,0.0
FG_495,0.0
FG_496,0.0
FG_497,0.0
FG_498,0.0
FG_499,0.0
FG_500,0.0
FG_501,0.0
FG_502,0.0
FG_503,0.0
FG_504,0.0
FG_505,0.0
FG_506,0.0
FG_507,0.0
FG_508,0.0
FG_509,0.0
FG_510,0.0
FG_511,0.0
